ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
1/10/2005 2:00,1.2,1052,-200,3.9,704,141,807,96,1210,909,13.2,69.9,1.053,63.04,47.59,78.50
1/10/2005 3:00,0.9,998,-200,2.1,591,-200,937,-200,1147,820,12.8,71.2,1.045,63.87,48.74,78.54
1/10/2005 4:00,0.6,960,-200,1.3,532,66,1059,60,1122,724,12.9,70.4,1.044,64.70,49.55,80.40
1/10/2005 5:00,-200,958,-200,1.8,571,64,998,54,1138,707,12.4,72.5,1.041,65.63,50.37,81.45
1/10/2005 6:00,-200,989,-200,3,650,105,900,66,1171,768,13,70.3,1.050,66.12,50.82,81.79
1/10/2005 7:00,0.4,1162,-200,6.7,843,303,685,104,1336,1027,12.3,73.3,1.045,65.15,50.55,80.78
1/10/2005 8:00,2.6,1523,-200,21,1324,620,451,137,1776,1502,12.8,71.8,1.055,61.99,46.49,77.76
1/10/2005 9:00,3.5,1511,-200,21.4,1334,590,433,146,1804,1606,13.1,70.2,1.057,56.90,41.63,72.39
1/10/2005 10:00,2.1,1420,-200,16.1,1183,592,488,136,1626,1520,12.8,71.8,1.055,51.17,36.05,66.46
1/10/2005 11:00,2.1,1413,-200,16.4,1193,698,484,144,1598,1566,13.1,70.3,1.057,46.38,31.49,61.63
1/10/2005 12:00,1.7,1335,-200,14.8,1141,482,512,133,1536,1501,13.7,67,1.045,43.35,27.75,58.95
1/10/2005 13:00,2.6,1451,-200,20.1,1298,575,452,148,1744,1634,14,65.4,1.043,41.87,27.42,57.22
1/10/2005 14:00,2.6,1410,-200,19.3,1276,548,459,155,1701,1587,14.4,63.8,1.042,41.20,25.46,56.66
1/10/2005 15:00,2.4,1429,-200,19.3,1277,498,456,152,1721,1560,14.1,65.9,1.053,40.91,25.97,56.38
1/10/2005 16:00,2.4,1409,-200,17.4,1223,479,475,145,1640,1538,14.1,65.9,1.055,41.26,25.52,57.42
1/10/2005 17:00,2,1372,-200,17,1210,420,484,139,1629,1491,14.1,66,1.054,42.76,26.86,57.79
1/10/2005 18:00,2,1366,-200,17.1,1213,378,489,134,1611,1469,14,66.4,1.054,45.54,30.65,60.67
1/10/2005 19:00,3.1,1365,-200,16.4,1192,340,492,128,1593,1486,13.8,66.4,1.045,48.99,33.26,64.86
1/10/2005 20:00,3.3,1385,-200,17.3,1218,399,478,135,1620,1494,13.4,68.1,1.044,52.19,37.95,67.75
1/10/2005 21:00,3.3,1361,-200,14.6,1137,449,503,136,1526,1471,13.2,69.1,1.045,54.58,38.55,70.40
1/10/2005 22:00,2.6,1312,-200,11.9,1047,374,545,126,1430,1399,13,70,1.042,56.28,41.63,71.61
1/10/2005 23:00,1.7,1177,-200,7.3,871,244,660,116,1292,1192,12.7,69.9,1.022,57.77,41.67,73.83
1/11/2005 0:00,1.8,1205,-200,7.7,888,256,647,116,1292,1187,12,71.9,1.007,59.36,44.16,75.05
1/11/2005 1:00,1.5,1114,-200,4.9,757,212,744,107,1204,1070,13.2,66.8,1.009,60.93,45.53,75.85
1/11/2005 2:00,1.1,1047,-200,3.9,708,146,816,91,1167,949,12.4,69.5,0.999,62.20,46.10,77.03
1/11/2005 3:00,0.9,982,-200,2.1,592,-200,953,-200,1106,830,13.1,65.7,0.986,63.19,47.35,79.03
1/11/2005 4:00,0.7,992,-200,2.9,644,96,899,70,1128,854,11.8,70.6,0.973,64.19,49.38,78.79
1/11/2005 5:00,0.7,977,-200,2.6,629,106,908,78,1129,835,12.3,68,0.973,65.29,49.81,80.06
1/11/2005 6:00,0.9,1047,-200,3.3,671,115,863,75,1147,887,12,69.2,0.970,65.96,50.33,80.34
1/11/2005 7:00,1.3,1126,-200,5.2,775,236,760,101,1205,1019,11.7,69.8,0.961,65.19,49.17,80.56
1/11/2005 8:00,3.2,1474,-200,19,1268,583,502,136,1677,1503,12.1,67.6,0.950,62.21,45.19,76.04
1/11/2005 9:00,5.1,1526,-200,26.5,1466,662,415,147,1855,1687,12.5,65.1,0.940,57.30,42.62,72.71
1/11/2005 10:00,3.7,1386,-200,15.3,1158,528,518,143,1485,1553,12.8,62.5,0.921,51.76,37.25,68.56
1/11/2005 11:00,3.2,1392,-200,15.6,1166,549,519,153,1488,1624,13.4,59.9,0.914,47.15,31.62,63.02
1/11/2005 12:00,3.1,1363,-200,16.4,1192,531,499,148,1501,1637,13.4,57.9,0.890,44.29,27.31,59.26
1/11/2005 13:00,3,1331,-200,16.1,1184,493,507,149,1508,1533,13.6,56.4,0.875,42.99,27.34,58.87
1/11/2005 14:00,3.6,1401,-200,18.8,1261,527,479,141,1580,1577,13.8,56.3,0.884,42.48,27.28,58.13
1/11/2005 15:00,3.2,1374,-200,18,1239,487,483,147,1569,1532,13.7,57.9,0.906,42.35,26.71,57.39
1/11/2005 16:00,3.9,1436,-200,20.1,1299,581,451,159,1616,1621,13.6,58.9,0.914,42.83,26.55,58.30
1/11/2005 17:00,3.4,1386,-200,17.6,1228,531,479,152,1546,1578,13.4,59.7,0.914,44.46,29.70,59.34
1/11/2005 18:00,3.9,1419,-200,19.3,1277,495,459,144,1603,1631,13.3,61.2,0.933,47.36,32.32,63.22
1/11/2005 19:00,3.6,1428,-200,19.7,1288,487,465,146,1580,1629,13.2,61.8,0.931,50.91,35.50,64.93
1/11/2005 20:00,4.7,1508,-200,24.5,1416,596,418,162,1773,1733,12.9,61.5,0.914,54.20,38.43,70.72
1/11/2005 21:00,4.1,1438,-200,18.4,1251,595,470,156,1593,1622,12.6,63.9,0.931,56.66,41.08,72.36
1/11/2005 22:00,3.4,1415,-200,16.6,1197,559,486,146,1539,1597,12,67.4,0.942,58.42,43.61,74.26
1/11/2005 23:00,3.5,1433,-200,16.2,1186,586,479,151,1497,1738,11.9,69,0.957,59.95,44.81,74.53
1/12/2005 0:00,1.2,1208,-200,9.6,964,399,602,127,1305,1350,12,66.6,0.929,61.57,46.04,76.71
1/12/2005 1:00,2.4,1280,-200,11.4,1029,399,564,123,1366,1363,11.4,69.6,0.937,63.14,47.60,78.38
1/12/2005 2:00,2.1,1174,-200,9.1,942,381,626,122,1296,1262,11.2,70.3,0.932,64.40,49.05,79.83
1/12/2005 3:00,1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.927,65.37,49.06,81.22
1/12/2005 4:00,-200,1002,-200,4.2,722,162,807,85,1161,998,10.7,71.3,0.916,66.33,51.19,82.14
1/12/2005 5:00,1,1018,-200,4.7,746,183,800,83,1171,958,10,74.8,0.916,67.38,51.47,83.15
1/12/2005 6:00,1.4,1095,-200,7.3,868,357,676,98,1241,1078,9.2,78.5,0.914,67.98,52.40,83.37
1/12/2005 7:00,1.8,1182,-200,9.3,951,479,634,109,1327,1143,8.8,79.4,0.903,67.12,51.75,82.23
1/12/2005 8:00,3.8,1478,-200,17.8,1234,852,470,138,1606,1551,8.7,79.4,0.894,64.06,48.23,79.71
1/12/2005 9:00,4.1,1515,-200,20.1,1298,822,434,138,1706,1669,8.9,76.5,0.877,59.05,44.01,74.69
1/12/2005 10:00,4.4,1488,-200,19.6,1286,910,452,170,1648,1766,9.9,73.3,0.894,53.40,37.76,68.82
1/12/2005 11:00,3.5,1383,-200,16.5,1196,800,497,191,1514,1717,11.8,65.5,0.901,48.67,33.66,62.73
1/12/2005 12:00,3.5,1383,-200,17.3,1218,758,497,196,1506,1738,13,60.9,0.906,45.69,30.06,59.84
1/12/2005 13:00,3.8,1337,-200,17.7,1231,647,505,185,1518,1611,14.7,52.3,0.869,44.25,29.67,60.02
1/12/2005 14:00,3.1,1243,-200,15.2,1155,431,546,156,1473,1398,15.1,49.6,0.843,43.61,28.62,60.25
1/12/2005 15:00,3.4,1304,-200,18.2,1244,491,507,173,1558,1497,15.7,48.8,0.866,43.35,27.96,58.83
1/12/2005 16:00,3.3,1284,-200,17.2,1216,476,522,166,1545,1415,15.8,48.9,0.871,43.70,27.12,58.45
1/12/2005 17:00,3.4,1303,-200,17.6,1226,538,521,173,1554,1457,14.6,54,0.895,45.20,30.17,61.43
1/12/2005 18:00,4.7,1461,-200,25.4,1440,621,440,177,1806,1669,14.3,56.3,0.912,47.96,31.43,63.54
1/12/2005 19:00,5.7,1517,-200,28.4,1512,728,421,182,1902,1740,14.1,57.8,0.926,51.39,35.85,67.36
1/12/2005 20:00,5.6,1526,-200,27.5,1492,716,428,166,1883,1770,13.1,62.9,0.943,54.56,38.79,69.13
1/12/2005 21:00,5.9,1495,-200,23.3,1386,782,457,177,1736,1734,12,67.5,0.947,56.91,41.29,72.68
1/12/2005 22:00,3.6,1333,-200,15.2,1154,550,534,158,1441,1647,10.7,70.9,0.911,58.56,43.12,73.45
1/12/2005 23:00,2.5,1216,-200,11.1,1020,377,605,133,1337,1379,10,73.2,0.899,60.00,44.10,74.94
1/13/2005 0:00,2.9,1232,-200,11.5,1032,391,599,123,1347,1331,9.4,75,0.887,61.53,45.67,76.52
1/13/2005 1:00,2.5,1181,-200,10.2,985,433,629,120,1312,1240,8.5,76.9,0.856,63.03,48.50,77.36
1/13/2005 2:00,1.7,1042,-200,6,814,287,746,105,1167,1036,8.4,75.9,0.841,64.23,47.87,80.38
1/13/2005 3:00,1.6,1027,-200,6.3,824,-200,753,-200,1171,969,6.9,80.7,0.805,65.14,49.14,81.42
1/13/2005 4:00,1.1,915,-200,3.7,695,192,883,86,1094,826,6.2,82.1,0.783,66.06,50.98,82.18
1/13/2005 5:00,0.9,891,-200,3.2,666,161,931,77,1058,798,7,77.3,0.776,67.07,52.43,82.98
1/13/2005 6:00,1,937,-200,3.7,694,194,915,81,1054,817,6.5,79.7,0.775,67.66,52.68,83.92
1/13/2005 7:00,1.6,1086,-200,8,901,343,715,103,1216,1055,7.7,76.8,0.811,66.79,50.34,81.05
1/13/2005 8:00,3.1,1326,-200,16.3,1190,624,531,127,1509,1391,8.2,74.9,0.818,63.72,48.50,80.21
1/13/2005 9:00,4.1,1469,-200,24,1403,758,452,134,1780,1665,8.8,73.2,0.830,58.72,42.69,74.69
1/13/2005 10:00,3.9,1321,-200,15.7,1170,760,532,158,1488,1539,9.7,70.1,0.843,53.10,37.90,68.37
1/13/2005 11:00,3.6,1396,-200,16.5,1196,713,524,175,1492,1653,11.7,62.7,0.859,48.39,32.37,63.30
1/13/2005 12:00,3.2,1270,-200,12.8,1077,615,583,178,1353,1586,13.1,58.5,0.877,45.45,29.38,60.87
1/13/2005 13:00,2.2,1189,-200,11.3,1025,319,626,135,1316,1332,14.2,54.1,0.871,44.06,29.68,60.82
1/13/2005 14:00,2.4,1227,-200,12.9,1081,338,570,133,1396,1369,14.2,54.3,0.876,43.47,28.24,60.05
1/13/2005 15:00,2.7,1266,-200,14.1,1118,380,564,134,1410,1373,14,56.3,0.894,43.25,28.51,59.24
1/13/2005 16:00,2.7,1277,-200,15.8,1175,366,531,137,1480,1397,13.5,57.8,0.893,43.66,28.67,59.02
1/13/2005 17:00,3.9,1438,-200,19.9,1295,567,470,160,1620,1577,12.3,63,0.902,45.22,29.82,59.91
1/13/2005 18:00,5.2,1523,-200,26.6,1470,702,414,166,1811,1783,11.4,68,0.917,48.05,32.60,62.77
1/13/2005 19:00,4,1384,-200,19.8,1290,523,475,144,1571,1568,10.8,69.5,0.900,51.54,35.74,68.19
1/13/2005 20:00,2.9,1283,-200,13.3,1093,373,581,129,1354,1356,11,67.1,0.877,54.76,38.63,70.28
1/13/2005 21:00,3.3,1304,-200,13,1085,467,571,129,1385,1419,9.5,71.3,0.846,57.17,40.98,72.98
1/13/2005 22:00,2,1126,-200,7.5,880,260,690,107,1202,1177,8.8,71,0.809,58.87,42.99,72.74
1/13/2005 23:00,1.8,1141,-200,7.8,892,244,686,101,1213,1141,8,73.4,0.790,60.35,45.44,75.03
1/14/2005 0:00,2.7,1183,-200,8.8,930,317,669,112,1210,1179,7.6,73,0.763,61.92,46.12,77.40
1/14/2005 1:00,1.8,1090,-200,6.4,830,224,744,98,1125,1056,7.1,73.9,0.752,63.45,47.46,78.38
1/14/2005 2:00,1.3,1032,-200,4.5,736,176,809,90,1064,973,7.1,73.5,0.744,64.67,49.57,80.68
1/14/2005 3:00,1,940,-200,3.6,691,-200,877,-200,1036,827,6.7,75,0.739,65.60,50.82,81.87
1/14/2005 4:00,1.1,981,-200,4.2,721,103,866,59,1059,836,5.1,81.3,0.720,66.52,51.79,83.04
1/14/2005 5:00,1.6,1104,-200,6.9,851,367,687,98,1101,1085,4.3,82.9,0.697,67.54,51.25,83.27
1/14/2005 6:00,1.3,989,-200,5,762,326,793,109,1076,959,5.3,80.4,0.723,68.11,52.28,82.90
1/14/2005 7:00,1.4,1079,-200,7.3,869,374,732,110,1160,1039,5.7,79.3,0.733,67.22,52.28,82.26
1/14/2005 8:00,5,1472,-200,24.5,1418,756,459,159,1681,1554,6.8,74.8,0.742,64.12,49.76,80.63
1/14/2005 9:00,4.3,1313,-200,16.9,1206,690,513,144,1469,1546,6.9,75.2,0.751,59.08,44.20,74.43
1/14/2005 10:00,4.1,1363,-200,17.7,1229,754,515,147,1490,1638,8,71.9,0.771,53.40,37.88,67.75
1/14/2005 11:00,3.8,1347,-200,17.1,1212,750,527,179,1443,1568,9.3,67.1,0.785,48.63,32.94,63.89
1/14/2005 12:00,3.1,1240,-200,14.7,1140,590,567,164,1388,1433,10.2,63.6,0.793,45.62,30.45,60.90
1/14/2005 13:00,3.3,1280,-200,17.4,1222,525,526,160,1519,1452,11,60.9,0.797,44.15,27.30,58.89
1/14/2005 14:00,3.1,1210,-200,15.1,1151,406,569,143,1428,1345,11.3,60.1,0.802,43.48,28.37,58.37
1/14/2005 15:00,2.7,1216,-200,14.5,1134,360,566,138,1403,1336,12.2,56.9,0.807,43.18,28.80,59.20
1/14/2005 16:00,3.4,1320,-200,16.9,1207,448,535,143,1498,1442,11.9,59.1,0.821,43.49,27.86,59.20
1/14/2005 17:00,5,1477,-200,24.3,1412,733,450,196,1704,1748,10.3,66.3,0.829,44.95,29.31,60.51
1/14/2005 18:00,5.7,1500,-200,26.1,1458,847,428,197,1750,1776,8.2,74.9,0.819,47.68,33.72,64.33
1/14/2005 19:00,5.8,1512,-200,26.4,1463,765,435,189,1720,1802,7.9,77.1,0.822,51.06,34.83,66.31
1/14/2005 20:00,5.8,1496,-200,25.7,1447,715,435,188,1710,1796,8.3,75,0.825,54.19,38.36,69.62
1/14/2005 21:00,5,1360,-200,18.2,1246,716,513,190,1504,1600,8.2,75.2,0.819,56.49,40.99,70.95
1/14/2005 22:00,1.7,1024,-200,6.2,819,235,782,126,1101,1083,8.3,69.7,0.763,58.09,41.64,72.56
1/14/2005 23:00,1.6,1094,-200,6.7,845,198,780,113,1127,1064,6.7,74.4,0.734,59.47,44.81,74.66
1/15/2005 0:00,2.3,1111,-200,7.5,877,293,735,129,1142,1104,6.4,74.9,0.724,60.95,45.80,77.30
1/15/2005 1:00,2.4,1097,-200,7.5,878,356,737,128,1140,1053,4.9,80.1,0.701,62.39,46.76,77.63
1/15/2005 2:00,2,1051,-200,6.2,820,285,778,122,1087,1009,4.8,79.4,0.687,63.53,46.85,77.79
1/15/2005 3:00,1.6,979,-200,5.1,767,-200,827,-200,1041,908,3.3,82.6,0.645,64.39,48.12,78.69
1/15/2005 4:00,-200,978,-200,4.8,756,266,834,115,1015,878,2.4,86.6,0.637,65.24,49.91,80.14
1/15/2005 5:00,1.1,902,-200,3.1,659,158,940,92,972,800,3.4,81.4,0.643,66.20,51.47,84.01
1/15/2005 6:00,1,957,-200,2.8,641,95,1013,70,940,784,4.2,77,0.644,66.73,51.38,82.22
1/15/2005 7:00,1.3,973,-200,4.3,728,148,902,83,1004,854,3.5,80.8,0.641,65.80,49.87,80.63
1/15/2005 8:00,1.9,1074,-200,9.7,967,337,703,127,1201,1065,3.5,80.3,0.637,62.68,46.52,78.11
1/15/2005 9:00,2.6,1115,-200,10.9,1012,453,650,142,1230,1161,4,78.5,0.645,57.63,42.72,72.38
1/15/2005 10:00,2.7,1136,-200,10.6,1001,497,653,155,1216,1192,4.5,76.6,0.653,51.95,37.02,67.87
1/15/2005 11:00,2.4,1128,-200,10,977,448,673,153,1199,1202,5.6,72.3,0.663,47.19,32.68,61.64
1/15/2005 12:00,2.7,1196,-200,11.6,1035,496,633,177,1259,1338,7.5,64.4,0.672,44.20,29.44,59.48
1/15/2005 13:00,3.1,1267,-200,15.6,1166,535,567,179,1382,1505,8.9,60.8,0.692,42.76,27.57,57.91
1/15/2005 14:00,4.4,1355,-200,18.1,1244,644,536,212,1454,1715,10.6,55.3,0.706,42.14,26.24,56.79
1/15/2005 15:00,3.2,1194,-200,12.3,1061,459,622,182,1257,1473,12.3,46.3,0.660,41.89,27.05,56.91
1/15/2005 16:00,2.9,1188,-200,11.4,1029,409,635,168,1243,1433,12.2,47,0.669,42.26,27.01,58.14
1/15/2005 17:00,3,1279,-200,15.2,1154,515,573,179,1391,1544,10.5,55.1,0.699,43.79,27.96,59.71
1/15/2005 18:00,3.7,1361,-200,17.4,1223,640,525,182,1454,1648,8.7,66.3,0.749,46.59,31.14,62.82
1/15/2005 19:00,5.2,1474,-200,20.8,1319,816,496,194,1524,1784,7.9,69.9,0.749,50.06,34.79,66.23
1/15/2005 20:00,3.3,1235,-200,12.8,1078,505,616,166,1265,1519,7.6,65.3,0.684,53.28,36.99,68.30
1/15/2005 21:00,3.6,1289,-200,14.7,1140,560,590,168,1317,1532,6.5,67.6,0.661,55.67,40.29,70.87
1/15/2005 22:00,2.3,1124,-200,8.3,910,389,717,148,1112,1340,5.9,66.4,0.623,57.37,42.57,73.43
1/15/2005 23:00,3,1231,-200,11.1,1017,492,655,151,1207,1414,5.2,70,0.623,58.85,43.80,74.79
1/16/2005 0:00,3.8,1289,-200,13.6,1104,531,623,165,1257,1499,5.2,67.8,0.603,60.42,45.34,74.82
1/16/2005 1:00,3.2,1166,-200,9.8,970,487,705,165,1136,1306,4.9,67.1,0.586,61.96,46.19,78.13
1/16/2005 2:00,2.1,1062,-200,7.6,884,293,748,128,1062,1172,5.1,65.5,0.581,63.19,46.55,79.86
1/16/2005 3:00,1.7,1028,-200,6,813,-200,794,-200,1019,1076,4,69.5,0.571,64.14,48.98,79.52
1/16/2005 4:00,1.7,1003,-200,5.9,807,219,819,115,1021,1005,3.7,68.9,0.555,65.08,49.56,79.93
1/16/2005 5:00,1.4,929,-200,4.2,721,198,923,120,956,913,4.5,62.7,0.534,66.12,49.96,82.11
1/16/2005 6:00,1.2,951,-200,4.5,737,166,910,106,977,922,4.7,62.3,0.537,66.71,51.43,80.90
1/16/2005 7:00,1.4,1011,-200,5.4,783,255,835,118,1013,1026,3.9,67.1,0.548,65.85,50.15,81.55
1/16/2005 8:00,1.4,939,-200,4.8,751,312,898,156,984,952,5.7,54.5,0.503,62.78,47.72,77.41
1/16/2005 9:00,1.7,946,-200,6.3,827,236,876,130,1037,915,6.1,50.3,0.477,57.77,41.72,73.10
1/16/2005 10:00,1,841,-200,2.6,625,172,1054,112,846,687,9,39.5,0.455,52.12,37.54,66.72
1/16/2005 11:00,1,850,-200,2.6,629,138,1076,96,847,597,10.7,34.4,0.441,47.38,32.08,62.71
1/16/2005 12:00,0.8,831,-200,2.2,602,121,1123,89,824,527,11.1,33.4,0.440,44.40,28.83,59.99
1/16/2005 13:00,1,866,-200,3,652,143,1060,98,857,573,11.9,30.8,0.429,42.96,26.75,58.90
1/16/2005 14:00,0.8,819,-200,1.9,576,114,1142,85,809,492,11.4,32,0.431,42.31,27.19,57.22
1/16/2005 15:00,0.7,833,-200,2,584,107,1144,80,821,463,11.3,32.5,0.433,42.03,25.88,57.88
1/16/2005 16:00,1.1,877,-200,2.8,642,176,1037,112,859,565,11,33,0.433,42.36,26.19,57.58
1/16/2005 17:00,1.1,892,-200,3.3,668,180,1017,121,872,632,10.3,35,0.438,43.84,28.61,59.00
1/16/2005 18:00,1.2,899,-200,3.4,674,212,1002,132,893,691,8.4,40.9,0.454,46.58,32.16,61.49
1/16/2005 19:00,2,1008,-200,7.1,861,331,839,160,977,943,8.3,38.5,0.423,49.98,32.92,65.17
1/16/2005 20:00,2.2,1013,-200,7.4,873,369,820,167,984,985,8.1,37.9,0.410,53.11,36.64,67.23
1/16/2005 21:00,1.5,912,-200,4.3,730,274,959,157,893,821,7.7,39,0.411,55.41,38.38,70.99
1/16/2005 22:00,1.2,907,-200,3.9,705,199,995,130,880,767,7,41.5,0.419,57.01,42.40,73.02
1/16/2005 23:00,1.5,953,-200,5.2,771,248,905,145,936,895,6.6,42.6,0.418,58.39,43.30,74.81
1/17/2005 0:00,1.4,916,-200,3.8,701,197,954,133,899,791,6.4,44.2,0.428,59.85,42.83,75.97
1/17/2005 1:00,1.2,894,-200,3.5,682,147,991,110,881,770,6,46,0.435,61.28,45.15,76.43
1/17/2005 2:00,1,895,-200,2.9,648,135,1001,100,875,839,4.4,53.1,0.448,62.40,46.14,77.64
1/17/2005 3:00,0.6,845,-200,1.4,534,-200,1168,-200,833,721,4,54.3,0.445,63.23,47.71,78.24
1/17/2005 4:00,0.7,837,-200,1.1,512,95,1228,79,836,720,3.7,55.8,0.449,64.06,48.66,79.80
1/17/2005 5:00,0.5,795,-200,1,504,94,1258,79,840,682,2.6,58.6,0.439,64.99,49.74,80.19
1/17/2005 6:00,0.7,874,-200,1.6,552,121,1162,90,857,723,3.2,56,0.436,65.48,50.15,81.41
1/17/2005 7:00,1,920,-200,3.2,667,131,1005,95,916,813,3.6,55.4,0.442,64.52,48.32,79.62
1/17/2005 8:00,3,1257,-200,15.9,1176,552,612,169,1357,1365,1.8,63.3,0.446,61.35,45.95,76.53
1/17/2005 9:00,4.1,1222,-200,18,1239,614,574,199,1346,1472,2.4,60.2,0.443,56.26,40.74,71.05
1/17/2005 10:00,3.1,1196,-200,14.7,1139,530,617,186,1271,1497,4.6,52.1,0.447,50.54,34.92,65.81
1/17/2005 11:00,3.8,1214,-200,15.1,1153,721,612,208,1244,1626,8.2,40.5,0.441,45.74,29.67,60.60
1/17/2005 12:00,2.7,1149,-200,13.4,1096,474,639,178,1219,1476,10.5,34.7,0.439,42.71,27.47,58.22
1/17/2005 13:00,3.1,1166,-200,14.5,1134,514,603,176,1227,1531,11.1,33.3,0.438,41.23,24.94,57.70
1/17/2005 14:00,3.1,1170,-200,14.7,1138,504,611,177,1233,1503,11.1,32.6,0.429,40.56,24.95,55.97
1/17/2005 15:00,3.2,1176,-200,17,1209,508,588,182,1264,1488,12.4,28.3,0.408,40.28,23.65,55.42
1/17/2005 16:00,3.3,1147,-200,15.3,1158,529,615,182,1200,1435,12.9,24.5,0.363,40.62,25.52,57.33
1/17/2005 17:00,4,1294,-200,21.2,1330,676,535,193,1363,1725,11.4,28.7,0.387,42.12,27.49,57.29
1/17/2005 18:00,8.6,1683,-200,43,1831,1216,374,272,1964,2331,9.2,39.3,0.457,44.90,30.11,59.74
1/17/2005 19:00,8.7,1615,-200,37.2,1712,1230,384,225,1811,2312,7.8,48.1,0.512,48.35,32.37,63.68
1/17/2005 20:00,3.6,1256,-200,16.7,1201,582,563,181,1251,1699,7.2,50.6,0.517,51.55,35.07,67.24
1/17/2005 21:00,3,1205,-200,13.4,1098,460,610,172,1170,1587,6,53.3,0.501,53.94,38.03,69.81
1/17/2005 22:00,1.9,1087,-200,8.7,926,340,715,153,1053,1390,5.3,55,0.492,55.64,40.02,72.19
1/17/2005 23:00,1.9,1092,-200,7.4,875,298,751,143,1010,1347,4.2,58.1,0.483,57.13,42.63,73.93
1/18/2005 0:00,1.6,1039,-200,6.7,845,300,775,142,993,1268,3.4,60.9,0.481,58.73,44.18,74.57
1/18/2005 1:00,1.4,1001,-200,5,762,223,850,131,948,1155,3,60.2,0.464,60.29,44.26,75.16
1/18/2005 2:00,1,925,-200,3.4,677,151,958,105,901,1024,3.2,58.8,0.458,61.56,46.36,77.38
1/18/2005 3:00,0.7,880,-200,2.4,613,-200,1016,-200,878,968,3.3,57.7,0.452,62.55,47.81,78.90
1/18/2005 4:00,-200,873,-200,2.1,592,108,1076,83,869,915,4.5,53.8,0.457,63.55,47.50,78.31
1/18/2005 5:00,0.8,880,-200,2.5,618,125,1023,87,893,928,3.1,59.7,0.460,64.65,48.35,79.12
1/18/2005 6:00,0.9,950,-200,3.5,680,181,936,106,914,1028,4.2,57.1,0.474,65.33,49.45,79.99
1/18/2005 7:00,1.5,1039,-200,6.9,855,341,783,140,1025,1210,3.4,58.5,0.461,64.55,48.26,80.40
1/18/2005 8:00,3.1,1284,-200,16.8,1204,552,599,167,1337,1531,3.9,57.3,0.466,61.57,45.97,77.21
1/18/2005 9:00,5.1,1350,-200,20.3,1305,839,509,175,1383,1745,4.3,56.8,0.477,56.66,41.28,73.19
1/18/2005 10:00,5.8,1476,-200,25,1428,1049,477,235,1536,1974,5.6,52.9,0.484,51.13,36.21,67.80
1/18/2005 11:00,3.8,1342,-200,17.2,1215,796,542,196,1332,1806,5.5,54.9,0.499,46.51,31.39,62.67
1/18/2005 12:00,4.4,1488,-200,21.4,1336,999,479,211,1483,1985,5.1,64.3,0.570,43.66,28.08,58.49
1/18/2005 13:00,4.9,1557,-200,25.1,1432,1022,445,234,1605,2068,5.5,66.1,0.601,42.35,27.68,58.90
1/18/2005 14:00,5.2,1610,-200,28,1502,1023,420,240,1697,2087,5.5,69.3,0.633,41.84,27.40,56.42
1/18/2005 15:00,4.6,1583,-200,26.1,1457,1065,431,243,1640,1994,5,75.5,0.667,41.71,26.73,56.93
1/18/2005 16:00,4.8,1620,-200,24.7,1420,1098,436,224,1598,1971,5.2,76.2,0.680,42.19,25.77,57.13
1/18/2005 17:00,4.9,1605,-200,24.5,1416,1099,436,240,1614,1941,5.3,77.4,0.695,43.83,28.37,59.61
1/18/2005 18:00,4.9,1604,-200,27.7,1496,939,410,215,1733,1969,5,79.6,0.702,46.72,31.00,62.48
1/18/2005 19:00,5.5,1582,-200,26,1455,875,423,216,1725,1813,5.1,83,0.735,50.28,34.33,64.33
1/18/2005 20:00,4.2,1523,-200,21.7,1342,745,466,184,1588,1677,6.4,82.9,0.802,53.56,38.25,70.01
1/18/2005 21:00,1.5,1172,-200,6,813,339,774,152,1233,1118,10.3,74,0.924,56.03,40.04,71.62
1/18/2005 22:00,0.1,1021,-200,3.3,670,135,932,104,1187,828,11.3,71.8,0.958,57.78,43.26,74.14
1/18/2005 23:00,0.2,1125,-200,4.9,758,167,820,104,1241,867,9.8,81.9,0.992,59.32,44.55,75.26
1/19/2005 0:00,0.9,1197,-200,6.6,840,232,712,124,1298,974,9.5,83.8,0.997,60.93,46.24,77.26
1/19/2005 1:00,1,1174,-200,6.7,842,273,723,127,1286,975,9.9,81,0.989,62.50,47.59,78.29
1/19/2005 2:00,0.4,1106,-200,4.4,733,165,822,109,1208,902,9.9,79.8,0.973,63.77,47.70,79.08
1/19/2005 3:00,-200,873,-200,1.5,549,-200,1106,-200,1008,791,6.9,76.4,0.766,64.74,47.98,80.83
1/19/2005 4:00,-200,828,-200,1.1,506,75,1222,73,945,673,4.8,75.7,0.659,65.70,49.76,80.57
1/19/2005 5:00,-200,830,-200,0.9,492,53,1263,52,948,578,4.7,78.9,0.682,66.74,51.51,82.67
1/19/2005 6:00,-200,840,-200,1.2,515,72,1235,57,941,563,5,75,0.663,67.35,51.19,83.64
1/19/2005 7:00,0.1,909,-200,2.5,622,130,1046,89,992,730,5.6,69.5,0.636,66.49,51.86,81.99
1/19/2005 8:00,0.7,1098,-200,7.6,881,265,760,128,1203,974,7,64.9,0.651,63.42,47.41,79.01
